index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
250,"6/8/20, 09:33 - AI Derek: we are going to release flyers for the speakers for the webinar from today
",AI Derek,we are going to release flyers for the speakers for the webinar from today,we are going to release flyers for the speakers for the webinar from today,2020-06-08 09:33:00,9,0
63,"6/8/20, 09:33 - Ḅj: I finished before sleeping
",Ḅj,I finished before sleeping,i finished before sleeping,2020-06-08 09:33:00,9,0
65,"6/8/20, 09:34 - Ḅj: Good to know
",Ḅj,Good to know,good to know,2020-06-08 09:34:00,9,0
254,"6/8/20, 09:34 - AI Derek: sure
",AI Derek,sure,sure,2020-06-08 09:34:00,9,0
66,"6/8/20, 09:36 - Ḅj: Yeah
",Ḅj,Yeah,yeah,2020-06-08 09:36:00,9,0
28,"6/8/20, 10:35 - Adwoa Notitia: Awesome
",Adwoa Notitia,Awesome,awesome,2020-06-08 10:35:00,10,0
29,"6/8/20, 10:35 - Adwoa Notitia: Will be done before the close of the day too🙌🏾
",Adwoa Notitia,Will be done before the close of the day too🙌🏾,will be done before the close of the day too,2020-06-08 10:35:00,10,0
67,"6/8/20, 10:35 - Ḅj: Great
",Ḅj,Great,great,2020-06-08 10:35:00,10,0
68,"6/8/20, 10:36 - Ḅj: @233243319300 can we compile the list of emails and send them a general, gender-neutral mail concerning the upcoming event?
",Ḅj,"@233243319300 can we compile the list of emails and send them a general, gender-neutral mail concerning the upcoming event?", can we compile the list of emails and send them a general genderneutral mail concerning the upcoming event,2020-06-08 10:36:00,10,0
255,"6/8/20, 11:06 - AI Derek: Sure
",AI Derek,Sure,sure,2020-06-08 11:06:00,11,0
256,"6/8/20, 11:07 - AI Derek: Nice one
",AI Derek,Nice one,nice one,2020-06-08 11:07:00,11,0
258,"6/8/20, 18:12 - AI Derek: We can share this now
",AI Derek,We can share this now,we can share this now,2020-06-08 18:12:00,18,0
64,"6/8/20, 18:31 - Alex Notitia: Great.
",Alex Notitia,Great.,great,2020-06-08 18:31:00,18,0
263,"6/9/20, 18:03 - AI Derek: Our webinar is getting closer
",AI Derek,Our webinar is getting closer,our webinar is getting closer,2020-06-09 18:03:00,18,1
262,"6/9/20, 18:03 - AI Derek: Good evening
",AI Derek,Good evening,good evening,2020-06-09 18:03:00,18,1
264,"6/9/20, 18:03 - AI Derek: And I can see the momentum already
",AI Derek,And I can see the momentum already,and i can see the momentum already,2020-06-09 18:03:00,18,1
267,"6/9/20, 18:04 - AI Derek: And this is the proposed questions for the panel
",AI Derek,And this is the proposed questions for the panel,and this is the proposed questions for the panel,2020-06-09 18:04:00,18,1
266,"6/9/20, 18:04 - AI Derek: Do we all agree ?
",AI Derek,Do we all agree ?,do we all agree ,2020-06-09 18:04:00,18,1
265,"6/9/20, 18:04 - AI Derek: @233246521995 will Moderate the panel discussion on the webinar
",AI Derek,@233246521995 will Moderate the panel discussion on the webinar, will moderate the panel discussion on the webinar,2020-06-09 18:04:00,18,1
69,"6/9/20, 19:24 - Ḅj: Yes please
",Ḅj,Yes please,yes please,2020-06-09 19:24:00,19,1
269,"6/10/20, 06:52 - AI Derek: Great
",AI Derek,Great,great,2020-06-10 06:52:00,6,2
70,"6/10/20, 10:43 - Ḅj: Wow🔥
",Ḅj,Wow🔥,wow,2020-06-10 10:43:00,10,2
65,"6/10/20, 11:41 - Alex Notitia: Good morning, team. Our site would be available for further testing Tomorrow.
",Alex Notitia,"Good morning, team. Our site would be available for further testing Tomorrow.",good morning team our site would be available for further testing tomorrow,2020-06-10 11:41:00,11,2
71,"6/10/20, 11:44 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-10 11:44:00,11,2
66,"6/10/20, 15:37 - Alex Notitia: Great
",Alex Notitia,Great,great,2020-06-10 15:37:00,15,2
72,"6/10/20, 15:37 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-10 15:37:00,15,2
273,"6/10/20, 17:10 - AI Derek: @233554349393 will add it to the rest of the flyers too
",AI Derek,@233554349393 will add it to the rest of the flyers too, will add it to the rest of the flyers too,2020-06-10 17:10:00,17,2
272,"6/10/20, 17:10 - AI Derek: Webinar link Via zoom
",AI Derek,Webinar link Via zoom,webinar link via zoom,2020-06-10 17:10:00,17,2
271,"6/10/20, 17:10 - AI Derek: Topic: Notitia Webinar 
",AI Derek,Topic: Notitia Webinar ,topic notitia webinar ,2020-06-10 17:10:00,17,2
61,"6/10/20, 17:18 - Norbert Notitia: Yes please
",Norbert Notitia,Yes please,yes please,2020-06-10 17:18:00,17,2
67,"6/11/20, 07:11 - Alex Notitia: Good morning.
",Alex Notitia,Good morning.,good morning,2020-06-11 07:11:00,7,3
69,"6/11/20, 07:12 - Alex Notitia: Our site is available for testing.
",Alex Notitia,Our site is available for testing.,our site is available for testing,2020-06-11 07:12:00,7,3
70,"6/11/20, 07:13 - Alex Notitia: https://notitia.site
",Alex Notitia,https://notitia.site,httpsnotitiasite,2020-06-11 07:13:00,7,3
275,"6/11/20, 07:13 - AI Derek: Send link
",AI Derek,Send link,send link,2020-06-11 07:13:00,7,3
274,"6/11/20, 07:13 - AI Derek: Sure
",AI Derek,Sure,sure,2020-06-11 07:13:00,7,3
276,"6/11/20, 07:14 - AI Derek: Okay
",AI Derek,Okay,okay,2020-06-11 07:14:00,7,3
71,"6/11/20, 07:14 - Alex Notitia: https://notitia.site/index.php/my-account
",Alex Notitia,https://notitia.site/index.php/my-account,httpsnotitiasiteindexphpmyaccount,2020-06-11 07:14:00,7,3
72,"6/11/20, 08:07 - Alex Notitia: Great
",Alex Notitia,Great,great,2020-06-11 08:07:00,8,3
31,"6/11/20, 08:44 - Adwoa Notitia: 👍🏾
",Adwoa Notitia,👍🏾,,2020-06-11 08:44:00,8,3
32,"6/11/20, 08:44 - Adwoa Notitia: 🙌🏾
",Adwoa Notitia,🙌🏾,,2020-06-11 08:44:00,8,3
30,"6/11/20, 08:44 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-11 08:44:00,8,3
73,"6/11/20, 09:32 - Alex Notitia: Kindly note that if the site loads very slowly, it's because it's still under development.
",Alex Notitia,"Kindly note that if the site loads very slowly, it's because it's still under development.",kindly note that if the site loads very slowly its because its still under development,2020-06-11 09:32:00,9,3
74,"6/11/20, 09:32 - Alex Notitia: Checkout this document for details.
",Alex Notitia,Checkout this document for details.,checkout this document for details,2020-06-11 09:32:00,9,3
75,"6/11/20, 16:09 - Alex Notitia: @Sadat, Kindly send me a psd of our logo.
",Alex Notitia,"@Sadat, Kindly send me a psd of our logo.",sadat kindly send me a psd of our logo,2020-06-11 16:09:00,16,3
279,"6/11/20, 16:11 - AI Derek: But you did the logo
",AI Derek,But you did the logo,but you did the logo,2020-06-11 16:11:00,16,3
76,"6/11/20, 16:12 - Alex Notitia: Yeah.
",Alex Notitia,Yeah.,yeah,2020-06-11 16:12:00,16,3
62,"6/11/20, 21:31 - Norbert Notitia: @233243319300 how many applications received so far?
",Norbert Notitia,@233243319300 how many applications received so far?, how many applications received so far,2020-06-11 21:31:00,21,3
13,"6/11/20, 21:31 - Sadat Notitia: Sure
",Sadat Notitia,Sure,sure,2020-06-11 21:31:00,21,3
281,"6/11/20, 22:26 - AI Derek: @233249435529
",AI Derek,@233249435529,,2020-06-11 22:26:00,22,3
77,"6/12/20, 01:00 - Alex Notitia: Good morning, team.
",Alex Notitia,"Good morning, team.",good morning team,2020-06-12 01:00:00,1,4
282,"6/12/20, 07:58 - AI Derek: That’s cool
",AI Derek,That’s cool,thats cool,2020-06-12 07:58:00,7,4
283,"6/12/20, 07:58 - AI Derek: We should do 300 then
",AI Derek,We should do 300 then,we should do  then,2020-06-12 07:58:00,7,4
285,"6/12/20, 12:22 - AI Derek: Good afternoon
",AI Derek,Good afternoon,good afternoon,2020-06-12 12:22:00,12,4
78,"6/12/20, 12:23 - Alex Notitia: Great
",Alex Notitia,Great,great,2020-06-12 12:23:00,12,4
74,"6/12/20, 12:23 - Ḅj: So many big people
",Ḅj,So many big people,so many big people,2020-06-12 12:23:00,12,4
73,"6/12/20, 12:23 - Ḅj: Wow
",Ḅj,Wow,wow,2020-06-12 12:23:00,12,4
33,"6/12/20, 14:46 - Adwoa Notitia: Chaiiii🙌🏾🙌🏾🙌🏾
",Adwoa Notitia,Chaiiii🙌🏾🙌🏾🙌🏾,chaiiii,2020-06-12 14:46:00,14,4
63,"6/12/20, 15:02 - Norbert Notitia: Cool. From how many countries
",Norbert Notitia,Cool. From how many countries,cool from how many countries,2020-06-12 15:02:00,15,4
79,"6/12/20, 16:54 - Alex Notitia: I can't tell but I think there is feature in Google forms like that. If anyone knows how to find statistics in Google forms, kindly guide me and let me get the data on it.
",Alex Notitia,"I can't tell but I think there is feature in Google forms like that. If anyone knows how to find statistics in Google forms, kindly guide me and let me get the data on it.",i cant tell but i think there is feature in google forms like that if anyone knows how to find statistics in google forms kindly guide me and let me get the data on it,2020-06-12 16:54:00,16,4
286,"6/12/20, 16:54 - AI Derek: Check the number now
",AI Derek,Check the number now,check the number now,2020-06-12 16:54:00,16,4
291,"6/12/20, 16:55 - AI Derek: So download it and send
",AI Derek,So download it and send,so download it and send,2020-06-12 16:55:00,16,4
287,"6/12/20, 16:55 - AI Derek: And download it and send it here
",AI Derek,And download it and send it here,and download it and send it here,2020-06-12 16:55:00,16,4
288,"6/12/20, 16:55 - AI Derek: Need to start sending out emails and create the WhatsApp group for them
",AI Derek,Need to start sending out emails and create the WhatsApp group for them,need to start sending out emails and create the whatsapp group for them,2020-06-12 16:55:00,16,4
289,"6/12/20, 16:55 - AI Derek: Last time most of them said they didn’t get it
",AI Derek,Last time most of them said they didn’t get it,last time most of them said they didnt get it,2020-06-12 16:55:00,16,4
290,"6/12/20, 16:55 - AI Derek: Okay
",AI Derek,Okay,okay,2020-06-12 16:55:00,16,4
80,"6/12/20, 16:55 - Alex Notitia: We have a total of 241 responses so far.
",Alex Notitia,We have a total of 241 responses so far.,we have a total of  responses so far,2020-06-12 16:55:00,16,4
75,"6/12/20, 16:57 - Ḅj: google forms doesn't track location. you'll have to ask users to input
",Ḅj,google forms doesn't track location. you'll have to ask users to input,google forms doesnt track location youll have to ask users to input,2020-06-12 16:57:00,16,4
81,"6/12/20, 16:57 - Alex Notitia: Sure
",Alex Notitia,Sure,sure,2020-06-12 16:57:00,16,4
82,"6/12/20, 17:05 - Alex Notitia: Ok.
",Alex Notitia,Ok.,ok,2020-06-12 17:05:00,17,4
84,"6/12/20, 17:07 - Alex Notitia: The responses so far.
",Alex Notitia,The responses so far.,the responses so far,2020-06-12 17:07:00,17,4
34,"6/12/20, 17:08 - Adwoa Notitia: 🙌🏾🙌🏾
",Adwoa Notitia,🙌🏾🙌🏾,,2020-06-12 17:08:00,17,4
292,"6/12/20, 17:09 - AI Derek: Great
",AI Derek,Great,great,2020-06-12 17:09:00,17,4
293,"6/12/20, 17:09 - AI Derek: So let’s all share and save the numbers so we can create a group
",AI Derek,So let’s all share and save the numbers so we can create a group,so lets all share and save the numbers so we can create a group,2020-06-12 17:09:00,17,4
294,"6/12/20, 17:10 - AI Derek: So those who always fill forms with just their first names are they okay
",AI Derek,So those who always fill forms with just their first names are they okay,so those who always fill forms with just their first names are they okay,2020-06-12 17:10:00,17,4
35,"6/12/20, 17:10 - Adwoa Notitia: Exactly what was on my mind now
",Adwoa Notitia,Exactly what was on my mind now,exactly what was on my mind now,2020-06-12 17:10:00,17,4
76,"6/12/20, 17:10 - Ḅj: 😂
",Ḅj,😂,,2020-06-12 17:10:00,17,4
77,"6/12/20, 17:11 - Ḅj: Maybe we have to make both fields required next time
",Ḅj,Maybe we have to make both fields required next time,maybe we have to make both fields required next time,2020-06-12 17:11:00,17,4
78,"6/12/20, 17:11 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-12 17:11:00,17,4
36,"6/12/20, 17:11 - Adwoa Notitia: 😂😂😂
",Adwoa Notitia,😂😂😂,,2020-06-12 17:11:00,17,4
37,"6/12/20, 17:11 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-12 17:11:00,17,4
295,"6/12/20, 17:11 - AI Derek: So @233246521995 @233504782862 and myself 
",AI Derek,So @233246521995 @233504782862 and myself ,so   and myself ,2020-06-12 17:11:00,17,4
296,"6/12/20, 17:11 - AI Derek: Lemme create a group and make you all admins so you add them up
",AI Derek,Lemme create a group and make you all admins so you add them up,lemme create a group and make you all admins so you add them up,2020-06-12 17:11:00,17,4
297,"6/12/20, 17:11 - AI Derek: Exactly
",AI Derek,Exactly,exactly,2020-06-12 17:11:00,17,4
299,"6/12/20, 17:12 - AI Derek: 81—161
",AI Derek,81—161,,2020-06-12 17:12:00,17,4
298,"6/12/20, 17:12 - AI Derek: Those who did that in the first one I didn’t bother given them certificates
",AI Derek,Those who did that in the first one I didn’t bother given them certificates,those who did that in the first one i didnt bother given them certificates,2020-06-12 17:12:00,17,4
79,"6/12/20, 17:12 - Ḅj: Imagine sending a certificate with Kwesi as the name 😂
",Ḅj,Imagine sending a certificate with Kwesi as the name 😂,imagine sending a certificate with kwesi as the name ,2020-06-12 17:12:00,17,4
38,"6/12/20, 17:12 - Adwoa Notitia: Please where does my 80 start from??
",Adwoa Notitia,Please where does my 80 start from??,please where does my  start from,2020-06-12 17:12:00,17,4
39,"6/12/20, 17:12 - Adwoa Notitia: Oh me i sent two people with their first names like that😂😂
",Adwoa Notitia,Oh me i sent two people with their first names like that😂😂,oh me i sent two people with their first names like that,2020-06-12 17:12:00,17,4
40,"6/12/20, 17:12 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-12 17:12:00,17,4
41,"6/12/20, 17:12 - Adwoa Notitia: 🙏🏾
",Adwoa Notitia,🙏🏾,,2020-06-12 17:12:00,17,4
80,"6/12/20, 17:13 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-12 17:13:00,17,4
300,"6/12/20, 17:13 - AI Derek: @233504782862 starts from 162– and continue
",AI Derek,@233504782862 starts from 162– and continue, starts from  and continue,2020-06-12 17:13:00,17,4
301,"6/12/20, 17:13 - AI Derek: I’m starting from 1 to 80
",AI Derek,I’m starting from 1 to 80,im starting from  to ,2020-06-12 17:13:00,17,4
302,"6/13/20, 07:51 - AI Derek: This message was deleted
",AI Derek,This message was deleted,this message was deleted,2020-06-13 07:51:00,7,5
304,"6/13/20, 07:52 - AI Derek: On Monday June 15th , join us for a complimentary webinar to learn how this world-class Notitia virtual mentoring will future-proof your Data science career.
",AI Derek,"On Monday June 15th , join us for a complimentary webinar to learn how this world-class Notitia virtual mentoring will future-proof your Data science career.",on monday june th  join us for a complimentary webinar to learn how this worldclass notitia virtual mentoring will futureproof your data science career,2020-06-13 07:52:00,7,5
305,"6/13/20, 07:52 - AI Derek: Good morning
",AI Derek,Good morning,good morning,2020-06-13 07:52:00,7,5
306,"6/13/20, 07:53 - AI Derek: And we can share this
",AI Derek,And we can share this,and we can share this,2020-06-13 07:53:00,7,5
308,"6/14/20, 07:42 - AI Derek: On Monday June 15th at exactly 5pm GMT, join us for  webinar to learn how this world-class Notitia virtual mentoring will future-proof your data science career.
",AI Derek,"On Monday June 15th at exactly 5pm GMT, join us for  webinar to learn how this world-class Notitia virtual mentoring will future-proof your data science career.",on monday june th at exactly pm gmt join us for  webinar to learn how this worldclass notitia virtual mentoring will futureproof your data science career,2020-06-14 07:42:00,7,6
81,"6/14/20, 16:04 - Ḅj: awesome
",Ḅj,awesome,awesome,2020-06-14 16:04:00,16,6
311,"6/14/20, 18:16 - AI Derek: We can share this now
",AI Derek,We can share this now,we can share this now,2020-06-14 18:16:00,18,6
42,"6/14/20, 18:25 - Adwoa Notitia: 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾
",Adwoa Notitia,🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾,,2020-06-14 18:25:00,18,6
312,"6/14/20, 21:44 - AI Derek: Oh we couldn’t do our meeting today
",AI Derek,Oh we couldn’t do our meeting today,oh we couldnt do our meeting today,2020-06-14 21:44:00,21,6
314,"6/14/20, 21:44 - AI Derek: Up and down saaa
",AI Derek,Up and down saaa,up and down saaa,2020-06-14 21:44:00,21,6
313,"6/14/20, 21:44 - AI Derek: Forgive me o
",AI Derek,Forgive me o,forgive me o,2020-06-14 21:44:00,21,6
317,"6/14/20, 22:41 - AI Derek: And thank you all for the work we’ve done so far 
",AI Derek,And thank you all for the work we’ve done so far ,and thank you all for the work weve done so far ,2020-06-14 22:41:00,22,6
315,"6/14/20, 22:41 - AI Derek: @233246521995 are you able to finish all ?
",AI Derek,@233246521995 are you able to finish all ?, are you able to finish all ,2020-06-14 22:41:00,22,6
316,"6/14/20, 22:41 - AI Derek: Anyway our webinar is less than 24 hours ahead
",AI Derek,Anyway our webinar is less than 24 hours ahead,anyway our webinar is less than  hours ahead,2020-06-14 22:41:00,22,6
318,"6/14/20, 22:42 - AI Derek: Few things we need to put in place for Tomorrow however are these;
",AI Derek,Few things we need to put in place for Tomorrow however are these;,few things we need to put in place for tomorrow however are these,2020-06-14 22:42:00,22,6
319,"6/14/20, 22:42 - AI Derek: 1. @233247936396 please let’s get the Twitter active with tweets throughout the program. Before, during and after
",AI Derek,"1. @233247936396 please let’s get the Twitter active with tweets throughout the program. Before, during and after",  please lets get the twitter active with tweets throughout the program before during and after,2020-06-14 22:42:00,22,6
